"Iteration","CFL Number Monitor: CFL Number Monitor"
270.0,200.0
271.0,200.0
272.0,200.0
273.0,200.0
274.0,200.0
275.0,200.0
276.0,187.41554555652198
277.0,200.0
278.0,173.2446928986342
279.0,190.56916218849764
280.0,200.0
281.0,187.10213038926443
282.0,200.0
283.0,200.0
284.0,200.0
285.0,200.0
286.0,200.0
287.0,200.0
288.0,200.0
289.0,200.0
290.0,200.0
291.0,200.0
292.0,200.0
293.0,200.0
294.0,200.0
295.0,200.0
296.0,200.0
297.0,200.0
298.0,200.0
299.0,200.0
300.0,200.0
301.0,200.0
302.0,200.0
303.0,200.0
304.0,200.0
305.0,200.0
306.0,200.0
307.0,200.0
308.0,200.0
309.0,200.0
310.0,200.0
311.0,200.0
312.0,200.0
313.0,200.0
314.0,200.0
315.0,200.0
316.0,200.0
317.0,200.0
318.0,200.0
319.0,200.0
320.0,200.0
321.0,200.0
322.0,200.0
323.0,200.0
324.0,200.0
325.0,200.0
326.0,200.0
327.0,200.0
328.0,200.0
329.0,200.0
330.0,200.0
331.0,200.0
332.0,200.0
333.0,200.0
334.0,200.0
335.0,200.0
336.0,200.0
337.0,200.0
338.0,200.0
339.0,200.0
340.0,200.0
341.0,200.0
342.0,200.0
343.0,200.0
344.0,200.0
345.0,200.0
346.0,200.0
347.0,200.0
348.0,200.0
349.0,200.0
350.0,200.0
351.0,200.0
352.0,200.0
353.0,200.0
354.0,200.0
355.0,200.0
356.0,200.0
357.0,200.0
358.0,200.0
359.0,200.0
360.0,200.0
361.0,200.0
362.0,200.0
363.0,200.0
364.0,200.0
365.0,200.0
366.0,200.0
367.0,200.0
368.0,200.0
369.0,200.0
370.0,200.0
371.0,200.0
372.0,200.0
373.0,200.0
374.0,200.0
375.0,200.0
376.0,200.0
377.0,200.0
378.0,200.0
379.0,200.0
380.0,200.0
381.0,200.0
382.0,200.0
383.0,174.86488713110452
384.0,192.351375844215
385.0,200.0
386.0,200.0
387.0,200.0
388.0,200.0
389.0,200.0
390.0,200.0
391.0,200.0
392.0,200.0
393.0,200.0
394.0,200.0
395.0,200.0
396.0,200.0
397.0,200.0
398.0,200.0
399.0,200.0
400.0,200.0
401.0,200.0
402.0,200.0
403.0,200.0
404.0,200.0
405.0,200.0
406.0,200.0
407.0,200.0
408.0,200.0
409.0,200.0
410.0,200.0
411.0,200.0
412.0,200.0
413.0,187.41554555652198
414.0,200.0
415.0,173.2446928986342
416.0,190.56916218849764
417.0,164.32537838524618
418.0,180.75791622377082
419.0,155.8652650748369
420.0,171.45179158232062
421.0,147.84071149310915
422.0,162.6247826424201
423.0,140.22929332134655
424.0,154.25222265348123
425.0,133.00974073248284
426.0,146.31071480573112
427.0,126.1618789533555
428.0,138.77806684869105
429.0,119.66657188704689
430.0,131.6332290757516
431.0,113.50566863776794
432.0,124.85623550154475
433.0,107.6619527888501
434.0,118.42814806773512
435.0,130.27096287450865
436.0,121.67175231506874
437.0,133.83892754657563
438.0,147.2228203012332
439.0,161.94510233135654
440.0,178.1396125644922
441.0,195.95357382094144
442.0,200.0
443.0,200.0
444.0,200.0
445.0,200.0
446.0,200.0
447.0,200.0
448.0,200.0
449.0,200.0
450.0,200.0
451.0,200.0
452.0,200.0
453.0,200.0
454.0,200.0
455.0,200.0
456.0,200.0
457.0,200.0
458.0,200.0
459.0,200.0
460.0,200.0
461.0,200.0
462.0,200.0
463.0,200.0
464.0,200.0
465.0,200.0
466.0,200.0
467.0,200.0
468.0,200.0
469.0,200.0
470.0,200.0
471.0,200.0
472.0,187.41554555652198
473.0,200.0
474.0,173.2446928986342
475.0,190.56916218849764
476.0,164.32537838524618
477.0,180.75791622377082
478.0,198.83370784614792
479.0,200.0
480.0,200.0
481.0,200.0
482.0,200.0
483.0,200.0
484.0,200.0
485.0,200.0
486.0,200.0
487.0,200.0
488.0,200.0
489.0,200.0
490.0,200.0
491.0,200.0
492.0,200.0
493.0,200.0
494.0,200.0
495.0,200.0
496.0,200.0
497.0,200.0
498.0,200.0
499.0,200.0
500.0,200.0
501.0,200.0
502.0,200.0
503.0,200.0
504.0,200.0
505.0,200.0
506.0,200.0
507.0,200.0
508.0,200.0
509.0,200.0
510.0,200.0
511.0,200.0
512.0,200.0
513.0,200.0
514.0,200.0
515.0,200.0
516.0,200.0
517.0,200.0
518.0,200.0
519.0,200.0
520.0,200.0
521.0,200.0
522.0,200.0
523.0,200.0
524.0,200.0
525.0,200.0
526.0,187.41554555652198
527.0,200.0
528.0,200.0
529.0,200.0
530.0,200.0
531.0,200.0
532.0,200.0
533.0,200.0
534.0,200.0
535.0,200.0
536.0,200.0
537.0,200.0
538.0,200.0
539.0,200.0
540.0,200.0
541.0,187.41554555652198
542.0,200.0
543.0,173.2446928986342
544.0,190.56916218849764
545.0,200.0
546.0,200.0
547.0,200.0
548.0,200.0
549.0,200.0
550.0,200.0
551.0,200.0
552.0,200.0
553.0,200.0
554.0,200.0
555.0,200.0
556.0,200.0
557.0,200.0
558.0,200.0
559.0,200.0
560.0,200.0
561.0,200.0
562.0,200.0
563.0,200.0
564.0,200.0
565.0,200.0
566.0,200.0
567.0,200.0
568.0,200.0
569.0,200.0
570.0,200.0
571.0,200.0
572.0,200.0
573.0,200.0
574.0,200.0
575.0,200.0
576.0,200.0
577.0,200.0
578.0,200.0
579.0,200.0
580.0,200.0
581.0,200.0
582.0,200.0
583.0,200.0
584.0,200.0
585.0,200.0
586.0,200.0
587.0,200.0
588.0,200.0
589.0,200.0
590.0,200.0
591.0,200.0
592.0,200.0
593.0,200.0
594.0,200.0
595.0,200.0
596.0,200.0
597.0,200.0
598.0,200.0
599.0,200.0
600.0,174.86488713110452
601.0,192.351375844215
602.0,200.0
603.0,187.1624725482098
604.0,200.0
605.0,200.0
606.0,200.0
607.0,187.41554555652198
608.0,200.0
609.0,200.0
610.0,187.41554555652198
611.0,200.0
612.0,200.0
613.0,187.41554555652198
614.0,200.0
615.0,200.0
616.0,187.41554555652198
617.0,200.0
618.0,173.2446928986342
619.0,190.56916218849764
620.0,164.32537838524618
621.0,180.75791622377082
622.0,155.8652650748369
623.0,171.45179158232062
624.0,188.5969707405527
625.0,200.0
626.0,200.0
627.0,200.0
628.0,200.0
629.0,200.0
630.0,200.0
631.0,200.0
632.0,200.0
633.0,200.0
634.0,200.0
635.0,200.0
636.0,200.0
637.0,200.0
638.0,200.0
639.0,200.0
640.0,200.0
641.0,200.0
642.0,200.0
643.0,200.0
644.0,200.0
645.0,200.0
646.0,200.0
647.0,200.0
648.0,200.0
649.0,200.0
650.0,200.0
651.0,200.0
652.0,200.0
653.0,200.0
654.0,200.0
655.0,200.0
656.0,200.0
657.0,200.0
658.0,200.0
659.0,200.0
660.0,200.0
661.0,200.0
662.0,200.0
663.0,200.0
664.0,200.0
665.0,200.0
666.0,200.0
667.0,174.86488713110452
668.0,192.351375844215
669.0,200.0
670.0,187.1624725482098
671.0,200.0
672.0,200.0
673.0,187.41554555652198
674.0,200.0
675.0,200.0
676.0,200.0
677.0,200.0
678.0,200.0
679.0,200.0
680.0,200.0
681.0,200.0
682.0,200.0
683.0,200.0
684.0,200.0
685.0,200.0
686.0,200.0
687.0,200.0
688.0,200.0
689.0,200.0
690.0,200.0
691.0,200.0
692.0,200.0
693.0,200.0
694.0,200.0
695.0,200.0
696.0,200.0
697.0,200.0
698.0,200.0
699.0,200.0
700.0,200.0
701.0,200.0
702.0,200.0
703.0,200.0
704.0,200.0
705.0,200.0
706.0,200.0
707.0,200.0
708.0,200.0
709.0,200.0
710.0,200.0
711.0,200.0
712.0,200.0
713.0,200.0
714.0,200.0
715.0,200.0
716.0,200.0
717.0,200.0
718.0,200.0
719.0,200.0
720.0,200.0
721.0,200.0
722.0,200.0
723.0,200.0
724.0,200.0
725.0,200.0
726.0,200.0
727.0,200.0
728.0,200.0
729.0,200.0
730.0,200.0
731.0,200.0
732.0,200.0
733.0,200.0
734.0,200.0
735.0,200.0
736.0,174.86488713110452
737.0,192.351375844215
738.0,200.0
739.0,173.9036077387848
740.0,191.2939685126633
741.0,200.0
742.0,173.76510231411325
743.0,191.1416125455246
744.0,200.0
745.0,173.74502868608695
746.0,191.11953155469567
747.0,200.0
748.0,173.74211694711096
749.0,191.11632864182207
750.0,200.0
751.0,173.74169453895794
752.0,191.11586399285375
753.0,200.0
754.0,200.0
755.0,200.0
756.0,200.0
757.0,200.0
758.0,200.0
759.0,200.0
760.0,200.0
761.0,200.0
762.0,200.0
763.0,200.0
764.0,200.0
765.0,200.0
766.0,200.0
767.0,200.0
768.0,200.0
769.0,200.0
770.0,200.0
771.0,200.0
772.0,200.0
773.0,200.0
774.0,200.0
775.0,200.0
776.0,200.0
777.0,200.0
778.0,200.0
779.0,200.0
780.0,200.0
781.0,200.0
782.0,200.0
783.0,200.0
784.0,200.0
785.0,200.0
786.0,200.0
787.0,200.0
788.0,200.0
789.0,200.0
790.0,200.0
791.0,200.0
792.0,200.0
793.0,200.0
794.0,200.0
795.0,200.0
796.0,200.0
797.0,200.0
798.0,200.0
799.0,200.0
800.0,200.0
801.0,200.0
802.0,200.0
803.0,200.0
804.0,200.0
805.0,200.0
806.0,200.0
807.0,200.0
808.0,200.0
809.0,200.0
810.0,200.0
811.0,200.0
812.0,200.0
813.0,200.0
814.0,174.86488713110452
815.0,192.351375844215
816.0,200.0
817.0,173.9036077387848
818.0,191.2939685126633
819.0,200.0
820.0,173.76510231411325
821.0,191.1416125455246
822.0,200.0
823.0,200.0
824.0,200.0
825.0,200.0
826.0,200.0
827.0,200.0
828.0,200.0
829.0,200.0
830.0,200.0
831.0,200.0
832.0,200.0
833.0,200.0
834.0,200.0
835.0,200.0
836.0,200.0
837.0,200.0
838.0,200.0
839.0,200.0
840.0,200.0
841.0,200.0
842.0,200.0
843.0,200.0
844.0,200.0
845.0,200.0
846.0,200.0
847.0,200.0
848.0,200.0
849.0,200.0
850.0,200.0
851.0,200.0
852.0,200.0
853.0,200.0
854.0,200.0
855.0,200.0
856.0,200.0
857.0,200.0
858.0,200.0
859.0,200.0
860.0,200.0
861.0,200.0
862.0,200.0
863.0,200.0
864.0,200.0
865.0,200.0
866.0,200.0
867.0,200.0
868.0,200.0
869.0,200.0
870.0,200.0
871.0,200.0
872.0,200.0
873.0,200.0
874.0,200.0
875.0,200.0
876.0,200.0
877.0,200.0
878.0,200.0
879.0,200.0
880.0,200.0
881.0,200.0
882.0,200.0
883.0,200.0
884.0,200.0
885.0,200.0
886.0,200.0
887.0,200.0
888.0,200.0
889.0,200.0
890.0,200.0
891.0,200.0
892.0,200.0
893.0,200.0
894.0,200.0
895.0,200.0
896.0,200.0
897.0,200.0
898.0,200.0
899.0,200.0
900.0,200.0
901.0,200.0
902.0,200.0
903.0,200.0
904.0,200.0
905.0,200.0
906.0,200.0
907.0,200.0
908.0,200.0
909.0,200.0
910.0,200.0
911.0,200.0
912.0,200.0
913.0,200.0
914.0,200.0
915.0,200.0
916.0,200.0
917.0,200.0
918.0,200.0
919.0,200.0
920.0,200.0
921.0,200.0
922.0,200.0
923.0,200.0
924.0,200.0
925.0,200.0
926.0,200.0
927.0,200.0
928.0,200.0
929.0,200.0
930.0,200.0
931.0,200.0
932.0,200.0
933.0,200.0
934.0,200.0
935.0,200.0
936.0,200.0
937.0,200.0
938.0,200.0
939.0,200.0
940.0,200.0
941.0,200.0
942.0,200.0
943.0,200.0
944.0,200.0
945.0,200.0
946.0,200.0
947.0,200.0
948.0,200.0
949.0,200.0
950.0,200.0
951.0,200.0
952.0,200.0
953.0,200.0
954.0,200.0
955.0,200.0
956.0,200.0
957.0,200.0
958.0,200.0
959.0,200.0
960.0,200.0
961.0,200.0
962.0,200.0
963.0,200.0
964.0,200.0
965.0,200.0
966.0,200.0
967.0,200.0
968.0,200.0
969.0,200.0
970.0,200.0
971.0,200.0
972.0,200.0
973.0,200.0
974.0,200.0
975.0,200.0
976.0,200.0
977.0,200.0
978.0,200.0
979.0,200.0
980.0,200.0
981.0,200.0
982.0,200.0
983.0,200.0
984.0,200.0
985.0,200.0
986.0,200.0
987.0,200.0
988.0,200.0
989.0,200.0
990.0,200.0
991.0,200.0
992.0,200.0
993.0,200.0
994.0,200.0
995.0,200.0
996.0,200.0
997.0,200.0
998.0,200.0
999.0,200.0
1000.0,200.0
1001.0,200.0
1002.0,200.0
1003.0,200.0
1004.0,200.0
1005.0,200.0
1006.0,200.0
1007.0,200.0
1008.0,200.0
1009.0,200.0
1010.0,200.0
1011.0,200.0
1012.0,200.0
1013.0,200.0
1014.0,200.0
1015.0,200.0
1016.0,200.0
1017.0,200.0
1018.0,200.0
1019.0,200.0
1020.0,200.0
1021.0,200.0
1022.0,200.0
1023.0,200.0
1024.0,200.0
1025.0,200.0
1026.0,200.0
1027.0,200.0
1028.0,200.0
1029.0,200.0
1030.0,200.0
1031.0,200.0
1032.0,200.0
1033.0,200.0
1034.0,200.0
1035.0,200.0
1036.0,200.0
1037.0,200.0
1038.0,200.0
1039.0,200.0
1040.0,200.0
1041.0,200.0
1042.0,200.0
1043.0,200.0
1044.0,200.0
1045.0,200.0
1046.0,200.0
1047.0,200.0
1048.0,200.0
1049.0,200.0
1050.0,200.0
1051.0,200.0
1052.0,200.0
1053.0,200.0
1054.0,200.0
1055.0,200.0
1056.0,200.0
1057.0,200.0
1058.0,200.0
1059.0,200.0
1060.0,200.0
1061.0,200.0
1062.0,200.0
1063.0,200.0
1064.0,200.0
1065.0,200.0
1066.0,200.0
1067.0,200.0
1068.0,200.0
1069.0,200.0
1070.0,200.0
1071.0,200.0
1072.0,200.0
1073.0,200.0
1074.0,200.0
1075.0,200.0
1076.0,200.0
1077.0,200.0
1078.0,200.0
1079.0,200.0
1080.0,200.0
1081.0,200.0
1082.0,200.0
1083.0,200.0
1084.0,200.0
1085.0,200.0
1086.0,200.0
1087.0,200.0
1088.0,200.0
1089.0,200.0
1090.0,200.0
1091.0,200.0
1092.0,200.0
1093.0,200.0
1094.0,200.0
1095.0,200.0
1096.0,200.0
1097.0,200.0
1098.0,200.0
1099.0,200.0
1100.0,200.0
1101.0,200.0
1102.0,200.0
1103.0,200.0
1104.0,200.0
1105.0,200.0
1106.0,200.0
1107.0,200.0
1108.0,200.0
1109.0,200.0
1110.0,200.0
1111.0,200.0
1112.0,200.0
1113.0,200.0
1114.0,200.0
1115.0,200.0
1116.0,200.0
1117.0,200.0
1118.0,200.0
1119.0,200.0
1120.0,200.0
1121.0,200.0
1122.0,200.0
1123.0,200.0
1124.0,200.0
1125.0,200.0
1126.0,200.0
1127.0,200.0
1128.0,200.0
1129.0,200.0
1130.0,200.0
1131.0,200.0
1132.0,200.0
1133.0,200.0
1134.0,200.0
1135.0,200.0
1136.0,200.0
1137.0,200.0
1138.0,200.0
1139.0,200.0
1140.0,200.0
1141.0,200.0
1142.0,200.0
1143.0,200.0
1144.0,200.0
1145.0,200.0
1146.0,200.0
1147.0,200.0
1148.0,200.0
1149.0,200.0
1150.0,200.0
1151.0,200.0
1152.0,200.0
1153.0,200.0
1154.0,200.0
1155.0,200.0
1156.0,200.0
1157.0,200.0
1158.0,200.0
1159.0,200.0
1160.0,200.0
1161.0,200.0
1162.0,200.0
1163.0,200.0
1164.0,200.0
1165.0,200.0
1166.0,200.0
1167.0,200.0
1168.0,200.0
1169.0,200.0
1170.0,200.0
1171.0,200.0
1172.0,200.0
1173.0,200.0
1174.0,200.0
1175.0,200.0
1176.0,200.0
1177.0,200.0
1178.0,200.0
1179.0,200.0
1180.0,200.0
1181.0,200.0
1182.0,200.0
1183.0,200.0
1184.0,200.0
1185.0,200.0
1186.0,200.0
1187.0,200.0
1188.0,200.0
1189.0,200.0
1190.0,200.0
1191.0,200.0
1192.0,200.0
1193.0,200.0
1194.0,200.0
1195.0,200.0
1196.0,200.0
1197.0,200.0
1198.0,200.0
1199.0,200.0
1200.0,200.0
1201.0,200.0
1202.0,200.0
1203.0,200.0
1204.0,200.0
1205.0,200.0
1206.0,200.0
1207.0,200.0
1208.0,200.0
1209.0,200.0
1210.0,200.0
1211.0,200.0
1212.0,200.0
1213.0,200.0
1214.0,200.0
1215.0,200.0
1216.0,200.0
1217.0,200.0
1218.0,200.0
1219.0,200.0
1220.0,200.0
1221.0,200.0
1222.0,200.0
1223.0,200.0
1224.0,200.0
1225.0,200.0
1226.0,200.0
1227.0,200.0
1228.0,200.0
1229.0,200.0
1230.0,200.0
1231.0,200.0
1232.0,200.0
1233.0,200.0
1234.0,200.0
1235.0,200.0
1236.0,200.0
1237.0,200.0
1238.0,200.0
1239.0,200.0
1240.0,200.0
1241.0,200.0
1242.0,200.0
1243.0,200.0
1244.0,200.0
1245.0,200.0
1246.0,200.0
1247.0,200.0
1248.0,200.0
1249.0,200.0
1250.0,200.0
1251.0,200.0
1252.0,200.0
1253.0,200.0
1254.0,200.0
1255.0,200.0
1256.0,200.0
1257.0,200.0
1258.0,200.0
1259.0,200.0
1260.0,200.0
1261.0,200.0
1262.0,200.0
1263.0,200.0
1264.0,200.0
1265.0,200.0
1266.0,200.0
1267.0,200.0
1268.0,200.0
1269.0,200.0
1270.0,200.0
1271.0,200.0
1272.0,200.0
1273.0,200.0
1274.0,200.0
1275.0,200.0
1276.0,200.0
1277.0,200.0
1278.0,200.0
1279.0,200.0
1280.0,200.0
1281.0,200.0
1282.0,200.0
1283.0,200.0
1284.0,200.0
1285.0,200.0
1286.0,200.0
1287.0,200.0
1288.0,200.0
1289.0,200.0
1290.0,200.0
1291.0,200.0
1292.0,200.0
1293.0,200.0
1294.0,200.0
1295.0,200.0
1296.0,200.0
1297.0,200.0
1298.0,200.0
1299.0,200.0
1300.0,200.0
1301.0,200.0
1302.0,200.0
1303.0,200.0
1304.0,200.0
1305.0,200.0
1306.0,200.0
1307.0,200.0
1308.0,200.0
1309.0,200.0
1310.0,200.0
1311.0,200.0
1312.0,200.0
1313.0,200.0
1314.0,200.0
1315.0,200.0
1316.0,200.0
1317.0,200.0
1318.0,200.0
1319.0,200.0
1320.0,200.0
1321.0,200.0
1322.0,200.0
1323.0,200.0
1324.0,200.0
1325.0,200.0
1326.0,200.0
1327.0,200.0
1328.0,200.0
1329.0,200.0
1330.0,200.0
1331.0,200.0
