"Iteration: Iteration","CD Monitor: Force Coefficient"
142,0.017497469455338553
143,0.017400623765621633
144,0.017309591861436269
145,0.017224209353962162
146,0.017144303894621991
147,0.017069801328023528
148,0.017000571980943339
149,0.016936489754665936
150,0.016877477711840894
151,0.016823385805142563
152,0.016774164127642422
153,0.016729660638448773
154,0.016689733577918274
155,0.016654188396707421
156,0.016622854374098685
157,0.016595513876464577
158,0.01657192906746173
159,0.016551860161933905
160,0.01653503227788632
161,0.016521289566137739
162,0.016510375435728079
163,0.016502064168069437
164,0.016496132889211031
165,0.016492272141378668
166,0.016490188491845366
167,0.016489575077684303
168,0.016490149539301831
169,0.016491587879605554
170,0.016493581613972842
171,0.016495840905818272
172,0.016498169873323358
173,0.016500412201332634
174,0.01650241696333983
175,0.016504106367292465
176,0.016505434550240949
177,0.0165063429365476
178,0.016506827791868586
179,0.016506898677883883
180,0.016506579506483252
181,0.016505920646090258
182,0.016504983173199719
183,0.016503834738482083
184,0.016502561966853919
185,0.016501221079244312
186,0.016499877627570096
187,0.016498615032258048
188,0.016497450990533666
189,0.01649644335289184
190,0.016495619826701932
191,0.016495014941089362
192,0.016494695727827201
193,0.016494675014249907
194,0.016494981939377512
195,0.016495632966850981
196,0.016496657647883071
197,0.016498048371319053
198,0.016499824700721505
199,0.01650198125277131
200,0.016504508536983251
201,0.01650738742059854
202,0.016510604828959365
203,0.016514128611300083
204,0.016517935729393217
205,0.016522006309867686
206,0.016526303416037291
207,0.016530807519463731
208,0.016535474182185733
209,0.016540280480188893
210,0.016545195954622928
211,0.016550192870479062
212,0.016555226779786932
213,0.016560260607628025
214,0.016565265302846188
215,0.01657021791072608
216,0.016575075407041586
217,0.016579810557709518
218,0.016584388049342515
219,0.016588788507634886
220,0.016592987156435639
221,0.016596975476182444
222,0.016600733611341942
223,0.016604235459407039
224,0.016607464091031372
225,0.016610404878074907
226,0.016613037453426727
227,0.016615348758307714
228,0.016617335049289209
229,0.016618982605879521
230,0.016620294612533025
231,0.016621271149991713
232,0.01662191448477153
233,0.016622227783218702
234,0.016622218743898173
235,0.016621897386634783
236,0.016621269457188732
237,0.016620360891164816
238,0.016619177207145144
239,0.016617730680838487
240,0.01661603491123867
241,0.016614109770013777
242,0.016611974903524753
243,0.016609645059247995
244,0.016607140382010672
245,0.016604483434564568
246,0.016601687985084192
247,0.016598764220839168
248,0.016595738518974296
249,0.016592629906305736
250,0.016589455404014158
251,0.016586226602127063
252,0.016582972453778197
253,0.016579708689937529
254,0.016576449951899302
255,0.016573210088872782
256,0.016570006472287881
257,0.016566851682698468
258,0.01656375473679577
259,0.016560720772820926
260,0.016557761494212519
261,0.016554883358385383
262,0.016552092273691883
263,0.016549392629118243
264,0.016546791190376563
265,0.016544514609321249
266,0.016542381367577019
267,0.016540365947245009
268,0.01653845690987106
269,0.016536648335628699
270,0.016534932063362897
271,0.016533306131816507
272,0.016531767454439787
273,0.016530314474502296
274,0.016528942207094575
275,0.016527649026543963
276,0.016526430735871206
277,0.016525212502160845
278,0.016524120038830917
279,0.016523077087814784
280,0.01652213750597142
281,0.016521306933699041
282,0.016520505251301127
283,0.016519755842441565
284,0.016519095672683719
285,0.016518507434522212
286,0.016518012693480105
287,0.016517613875401689
288,0.016517318897446662
289,0.016517121132900593
290,0.016517021543131942
291,0.016517020071538973
292,0.016517114041086616
293,0.016517301721891385
294,0.016517580607113912
295,0.016517946364198753
296,0.016518395180294437
297,0.016518923306708143
298,0.016519525456058483
299,0.01652019689124427
300,0.01652093340234817
301,0.016521729182207005
302,0.016522579222523814
303,0.016523479437962625
304,0.016524423937116409
305,0.016525407990222972
306,0.016526427314905761
307,0.016527476415432556
308,0.016528550958532798
309,0.016529647472515438
310,0.016530761026930341
311,0.016531888030039719
312,0.016533026106104805
313,0.016534171756158636
314,0.016535323116023164
315,0.016536479117254158
316,0.016537636925997606
317,0.016538794103343864
318,0.0165399482202815
319,0.016541095053572347
320,0.016542232101448569
321,0.016543357423261192
322,0.016544468379419641
323,0.016545563400863605
324,0.016546641771834271
325,0.016547701201205741
326,0.016548740387958408
327,0.016549758487545294
328,0.016550753113103469
329,0.016551723067456094
330,0.016552667126789693
331,0.016553583660207274
332,0.016554471650210609
333,0.016555331640791433
334,0.016556161781123256
335,0.016556961341482247
336,0.016557730179708956
337,0.016558466782852194
338,0.016559170817383465
339,0.016559842724850726
340,0.016560481222320914
341,0.016561085633569009
342,0.016561656981842011
343,0.016562194362089118
344,0.016562697840287507
345,0.016563168089037045
346,0.016563604541217573
347,0.016564007620672231
348,0.016564377900357214
349,0.016564714960040999
350,0.01656501923398216
351,0.016565292112094461
352,0.016565533511032429
353,0.01656574413077724
354,0.016565925114549379
355,0.016566076125050701
356,0.016566197682610265
357,0.01656629140026623
358,0.016566357654357097
359,0.016566397699287243
360,0.016566413636820973
361,0.016566405533128842
362,0.016566374426753003
363,0.016566321967213318
364,0.016566248111481233
365,0.01656615382211938
366,0.016566040676179464
367,0.016565908629262206
368,0.016565758355344386
369,0.016565591384433059
370,0.016565407826214913
371,0.016565208818640043
372,0.016564996307061444
373,0.01656477043021283
374,0.016564532393031899
375,0.016564284158907067
376,0.016564025800294507
377,0.016563758443383401
378,0.016563483862320642
379,0.016563202197887421
380,0.016562914533381941
381,0.01656262277243389
382,0.01656232705816485
383,0.016562078999217342
384,0.016561783275697954
385,0.016561545506349976
386,0.016561306885535903
387,0.016561060509138231
388,0.016560812636369816
389,0.016560565298466286
390,0.016560319579840568
391,0.01656007478389666
392,0.016559831291966559
393,0.016559590347642355
394,0.016559351439859493
395,0.016559115122363143
396,0.016558882672498793
397,0.016558653445696528
398,0.016558427913853424
399,0.016558207296612247
400,0.016557991003317264
401,0.016557779364215465
402,0.016557573501764747
403,0.01655737282699337
404,0.016557177585779511
405,0.016556988791211636
406,0.016556805812938075
407,0.016556628840420848
408,0.016556458832324063
409,0.016556295025637435
410,0.016556137568783498
411,0.016555987361152484
412,0.016555843556421534
413,0.016555706165367334
414,0.016555560643836398
415,0.016555435435460206
416,0.016555306628093309
417,0.016555197808391237
418,0.016555089501372661
419,0.01655499532890203
420,0.016554905513436094
421,0.016554825804372907
422,0.016554751669134993
423,0.016554685194111546
424,0.016554625600726434
425,0.016554570036990787
426,0.016554523123798709
427,0.016554477974031367
428,0.016554441124675252
429,0.016554405259926526
430,0.016554377828882229
431,0.016554349223039885
432,0.016554329967881511
433,0.016554308530364957
434,0.016554295416412776
435,0.0165542803151651
436,0.016554271431106493
437,0.016554267614078098
438,0.016554263661486851
439,0.016554265600726384
440,0.016554272237754269
441,0.016554285740444173
442,0.016554306606087428
443,0.016554336345597286
444,0.016554371547614077
445,0.016554411124710698
446,0.016554455117097605
447,0.01655450379911106
448,0.016554555809265681
449,0.016554610745679349
450,0.01655466884640841
451,0.016554728707582456
452,0.016554789895329641
453,0.016554852658698979
454,0.01655491563397949
455,0.016554978471257184
456,0.016555041525117178
457,0.016555103554926259
458,0.016555164345070261
459,0.016555219924157247
460,0.016555275446387352
461,0.016555329104067623
462,0.016555381719083606
463,0.016555432308186853
464,0.016555480882978264
465,0.016555528240274581
466,0.016555573395271195
467,0.016555616401176761
468,0.016555658099864607
469,0.016555697573013346
470,0.016555734920277131
471,0.016555771038116653
472,0.016555805049947293
473,0.016555837736461111
474,0.016555865641565339
475,0.016555896260544024
476,0.016555918640812364
477,0.016555945855276248
478,0.016555965112232014
479,0.016555987898362642
480,0.016556012484231601
481,0.016556034816063804
482,0.016556055697312104
483,0.016556075928244374
484,0.01655609464162295
485,0.016556111962627747
486,0.016556128681694083
487,0.016556143955983614
488,0.016556157910893893
489,0.016556171323203257
490,0.016556183329723442
491,0.016556194030504776
492,0.016556204182177209
493,0.01655621290814667
494,0.01655622030579431
495,0.016556227134938494
496,0.016556232522451017
497,0.016556236567199033
498,0.016556240030925911
499,0.016556242046031906
500,0.016556242719623603
501,0.016556242821603243
502,0.016556241493685134
503,0.016556238852978584
504,0.01655623567900423
505,0.016556231123334569
506,0.016556225313985776
507,0.016556219039677984
508,0.016556211460752829
509,0.016556202714115946
510,0.016556193600241083
511,0.016556183284666608
512,0.016556171912286345
513,0.016556160287764091
514,0.016556147583606295
515,0.016556133947651541
516,0.016556120192312757
517,0.016556105492400768
518,0.016556090001069793
519,0.016556074532290618
520,0.016556058263152415
521,0.016556041347059826
522,0.016556024600584286
523,0.016556007200864531
524,0.01655598930337546
525,0.016555975227464666
526,0.016555960965679156
527,0.016555942866140559
528,0.0165559285395472
529,0.016555914049495857
530,0.016555898996139545
531,0.016555884457448298
532,0.016555869612322766
533,0.016555854499684348
534,0.016555839993115787
535,0.016555825272989544
536,0.016555810375422551
537,0.016555796170131316
538,0.016555781834630807
539,0.016555767398771737
540,0.016555753724686477
541,0.016555739985665889
542,0.01655572384917893
543,0.016555710920293294
544,0.016555695803790266
545,0.016555681683368531
546,0.016555667820735531
547,0.016555653302282397
548,0.016555638817341879
549,0.016555625269680269
550,0.016555611892799992
551,0.016555598744999935
552,0.016555586597905327
553,0.016555574677182737
554,0.016555563028337411
555,0.016555552404946453
556,0.016555542022196133
557,0.016555531911779123
558,0.016555522821058266
559,0.016555513960000212
560,0.016555505355624993
561,0.016555497753829564
562,0.01655549036161726
563,0.016555483204574596
564,0.016555477029183162
565,0.016555471042798302
566,0.016555465269662679
567,0.016555460455872452
568,0.0165554558070895
569,0.016555451346224395
570,0.016555447817584307
571,0.016555444423236615
572,0.016555441184514463
573,0.016555438845886436
574,0.016555436584701794
575,0.016555434480273433
576,0.016555433279871107
577,0.016555432101107524
578,0.016555431032096633
579,0.016555430821091486
580,0.016555430586025432
581,0.016555430420836376
582,0.016555431078837071
583,0.01655543168127032
584,0.016555432324500838
585,0.016555433765033958
586,0.016555435124381058
587,0.016555436499508816
588,0.016555438645842222
589,0.016555440684309815
590,0.016555442709180239
591,0.016555445475455809
592,0.016555448100200973
593,0.016555450675454268
594,0.016555453955263283
595,0.016555457054985349
596,0.016555460064562814
597,0.016555463736836008
598,0.016555467184515407
599,0.016555470497959281
600,0.016555474182999221
601,0.016555477908060105
602,0.016555480589677284
603,0.016555484347901467
604,0.016555488121984017
605,0.016555491051524655
606,0.016555494895579191
607,0.016555498325825774
608,0.016555501742958674
609,0.016555505194133846
610,0.016555508579762544
611,0.016555511866682186
612,0.016555515209878004
613,0.016555518448086001
614,0.016555521531144455
615,0.016555524703657225
616,0.016555527734054058
617,0.016555530552096354
618,0.016555533500788491
619,0.016555536380440154
620,0.016555538371410682
621,0.01655554123527303
622,0.016555543218808852
623,0.016555545194222712
624,0.016555547263246782
625,0.016555549169886309
626,0.016555550895715032
627,0.016555553111593777
628,0.016555554817644213
629,0.016555556142189929
630,0.01655555784897994
631,0.016555559069581463
632,0.0165555599155554
633,0.01655556115367994
634,0.016555561918891779
635,0.01655556232134521
636,0.016555563128781557
637,0.016555563479633193
638,0.016555563484569838
639,0.016555563913443511
640,0.016555563903511275
641,0.01655556356736735
642,0.016555563673630029
643,0.016555563358600214
644,0.016555562734429562
645,0.016555562571264032
646,0.016555562005204458
647,0.016555561148554429
648,0.016555560772504346
649,0.016555560011408933
650,0.016555558976124377
651,0.01655555843748599
652,0.016555557528307542
653,0.016555556360295542
654,0.016555555702251631
655,0.016555554685838931
656,0.016555553421324774
657,0.016555552678386008
658,0.016555551587102292
659,0.016555550258111819
660,0.016555549461420883
661,0.016555548324745241
662,0.016555546958466533
663,0.016555546133097898
664,0.016555544974994542
665,0.016555543595058488
666,0.016555542763680424
667,0.016555541806863184
668,0.016555540443875659
669,0.016555539877839413
670,0.016555539011358551
671,0.016555537694354437
672,0.016555537123938029
673,0.01655553626401288
674,0.016555534994813777
675,0.016555534299496355
676,0.016555533291044672
677,0.016555532047302812
678,0.016555531340914732
679,0.016555530372971073
680,0.016555529179930306
681,0.016555528527621911
682,0.01655552761345494
683,0.01655552648172821
684,0.016555525893869511
685,0.016555525043954793
686,0.016555523983414068
687,0.016555523468838245
688,0.016555522699987273
689,0.016555521722532971
690,0.016555521293388581
691,0.016555520617585334
692,0.016555519732299386
693,0.016555519394708625
694,0.016555518811993554
695,0.016555518017836942
696,0.016555517770720105
697,0.016555517278737067
698,0.016555516575088587
699,0.016555516418430151
700,0.016555516017367097
701,0.016555515404274579
702,0.016555515336984607
703,0.016555515000283488
704,0.01655551447164837
705,0.016555514487565516
706,0.01655551423058305
707,0.016555513778054129
708,0.016555513892651839
709,0.016555513702523159
710,0.016555513311242852
711,0.016555513486341732
712,0.016555513357766151
713,0.016555513029438893
714,0.01655551327014633
715,0.016555513209234214
716,0.016555512950282306
717,0.016555513261520161
718,0.016555513272419914
719,0.016555513086328816
720,0.016555513471070874
721,0.016555513553813486
722,0.016555513437075162
723,0.016555513890150662
724,0.016555514040933042
725,0.016555513989574881
726,0.016555514505154394
727,0.016555514714330748
728,0.016555514717459092
729,0.016555515284211404
730,0.016555515540477878
731,0.016555515585521138
732,0.016555516191073479
733,0.016555516482071424
734,0.016555516556697666
735,0.016555517187429931
736,0.016555517464051803
737,0.016555517551475205
738,0.016555518156862421
739,0.016555518435403496
740,0.016555518528572937
741,0.016555519136177844
742,0.016555519415911654
743,0.016555519504563538
744,0.016555520106778972
745,0.016555520378755555
746,0.016555520453357449
747,0.016555521019731522
748,0.016555521281672848
749,0.016555521340249332
750,0.016555521890083302
751,0.01655552213207611
752,0.016555522157282607
753,0.016555522670892647
754,0.016555522885992754
755,0.016555522865975187
756,0.01655552335192341
757,0.016555523517685296
758,0.016555523439268
759,0.016555523864949583
760,0.016555523969286133
761,0.016555523831193131
762,0.016555524198889567
763,0.016555524246912527
764,0.016555524056794071
765,0.016555524374820996
766,0.016555524377149466
767,0.016555524144606277
768,0.016555524424348666
769,0.016555524391992586
770,0.016555524129441404
771,0.016555524382771337
772,0.016555524328512962
773,0.01655552404855979
774,0.016555524291873673
775,0.016555524229273148
776,0.016555523942114438
777,0.016555524202497566
778,0.016555524134096587
779,0.016555523844484096
780,0.016555524109876478
781,0.016555524051977591
782,0.016555523776255146
783,0.016555524057389463
784,0.016555524017934177
785,0.016555523761328898
786,0.016555524040600192
787,0.016555524025676224
788,0.016555523792557938
789,0.016555524090056749
790,0.016555524087441049
791,0.0165555238601525
792,0.016555524158134792
793,0.01655552415020807
794,0.016555523914126707
795,0.016555524200194606
796,0.016555524177736161
797,0.016555523922168008
798,0.016555524181773792
799,0.016555524130382138
800,0.016555523846424947
801,0.016555524077288497
802,0.016555523996892633
803,0.016555523683555798
804,0.016555523886293409
805,0.016555523802229764
806,0.016555523464989598
807,0.016555523643998475
808,0.016555523541158693
809,0.016555523190629289
810,0.016555523363574555
811,0.016555523261761219
812,0.016555522918019643
813,0.016555523102901586
814,0.016555523025342751
815,0.016555522696724584
816,0.016555522914644179
817,0.016555522857980801
818,0.01655552255359008
819,0.016555522794325449
820,0.016555522760692977
821,0.016555522482293736
822,0.01655552274520404
823,0.016555522731941528
824,0.016555522499603528
825,0.016555522777439172
826,0.016555522782898284
827,0.016555522568769573
828,0.016555522835349029
829,0.016555522850126063
830,0.016555522643352579
831,0.016555522913858541
832,0.016555522930114357
833,0.016555522722235629
834,0.016555522991363994
835,0.016555523005193237
836,0.016555522795104867
837,0.016555523060245061
838,0.01655552306918303
839,0.016555522852684464
840,0.016555523111975064
841,0.016555523114499961
842,0.016555522892699057
843,0.016555523146651561
844,0.016555523144964321
845,0.016555522919389103
846,0.016555523170143333
847,0.016555523164361378
848,0.016555522935307824
849,0.016555523182778017
850,0.016555523175426377
851,0.016555522945720658
852,0.016555523193890601
853,0.016555523186778866
854,0.016555522957833843
855,0.016555523206271759
856,0.016555523200265182
857,0.016555522972120391
858,0.016555523222341471
859,0.016555523218650312
860,0.016555522994102768
861,0.016555523247477465
862,0.016555523246765513
863,0.016555523023681087
864,0.016555523278930208
865,0.016555523280140413
866,0.016555523059987989
867,0.016555523318172165
868,0.016555523322719805
869,0.016555523105101048
870,0.016555523366004896
871,0.01655552337217616
872,0.016555523156178732
873,0.016555523417777981
874,0.016555523425272153
875,0.016555523210523216
876,0.016555523474018622
877,0.016555523482856688
878,0.016555523269169765
879,0.01655552353238595
880,0.01655552354128581
881,0.016555523326553037
882,0.01655552358915164
883,0.016555523597233654
884,0.01655552338285091
885,0.016555523645749665
886,0.016555523654021177
887,0.016555523438141248
888,0.016555523699220077
889,0.016555523705254399
890,0.01655552348817475
891,0.016555523748048227
892,0.016555523753521546
893,0.01655552353490828
894,0.016555523793446377
895,0.016555523796270677
896,0.016555523575456806
897,0.016555523831216425
898,0.016555523832072518
899,0.016555523609330235
900,0.016555523864160263
901,0.016555523863702258
902,0.016555523639381009
903,0.016555523891410497
904,0.016555523888607683
905,0.016555523661880407
906,0.016555523912253567
907,0.016555523907615471
908,0.01655552367994207
909,0.016555523929192441
910,0.016555523923965067
911,0.016555523694238967
912,0.016555523941319192
913,0.016555523933180438
914,0.016555523701721531
915,0.016555523947650447
916,0.016555523939046773
917,0.016555523706614818
918,0.016555523951447399
919,0.016555523940949252
920,0.016555523707237493
921,0.016555523950071996
922,0.016555523938441407
923,0.016555523703450918
924,0.016555523946404607
925,0.016555523934542897
926,0.016555523699686783
927,0.016555523941253331
928,0.016555523927721201
929,0.016555523690578035
930,0.016555523931089493
931,0.01655552391727106
932,0.016555523681091665
933,0.01655552392203619
934,0.016555523908413264
935,0.016555523671042977
936,0.016555523910983722
937,0.016555523895837691
938,0.016555523657947921
939,0.016555523897591358
940,0.016555523883397413
941,0.016555523645920105
942,0.016555523886102146
943,0.01655552387092641
944,0.016555523632913339
945,0.016555523872179068
946,0.016555523856978824
947,0.016555523619069062
948,0.016555523859139065
949,0.016555523844748191
950,0.016555523607817039
951,0.016555523848055899
952,0.016555523833490283
953,0.016555523595563261
954,0.016555523835486578
955,0.016555523821103452
956,0.016555523584428161
957,0.016555523824955325
958,0.016555523811250278
959,0.016555523574140637
960,0.016555523814720276
961,0.01655552380035109
962,0.016555523563211848
963,0.016555523804049739
964,0.016555523790931743
965,0.016555523555106859
966,0.01655552379689252
967,0.016555523783614835
968,0.016555523547738565
969,0.016555523789074145
970,0.016555523776089296
971,0.016555523540655349
972,0.016555523783383722
973,0.016555523771319719
974,0.016555523537034978
975,0.016555523779920762
976,0.016555523768029854
977,0.016555523532918531
978,0.016555523775749724
979,0.016555523764108432
980,0.01655552353040432
981,0.016555523774210726
982,0.016555523763661741
983,0.016555523529660318
984,0.01655552377325855
985,0.016555523762221531
986,0.016555523528672792
987,0.016555523772705229
988,0.016555523762722853
989,0.016555523529805126
990,0.01655552377481774
991,0.01655552376446973
992,0.01655552353168219
993,0.016555523775925847
994,0.01655552376559604
995,0.016555523532966049
996,0.016555523778296954
997,0.016555523768984844
998,0.016555523536812673
999,0.016555523781813776
1000,0.016555523772252355
1001,0.016555523539444835
1002,0.016555523784510438
1003,0.016555523775133689
1004,0.016555523543851227
1005,0.016555523789672948
1006,0.016555523780852066
1007,0.016555523548577835
1008,0.016555523793707012
1009,0.016555523784022079
1010,0.016555523551973098
1011,0.016555523797688602
1012,0.016555523789073913
1013,0.016555523557380589
1014,0.016555523803488757
1015,0.016555523794501505
1016,0.016555523562665604
1017,0.016555523807811549
1018,0.016555523798447172
1019,0.016555523566367438
1020,0.016555523812380415
1021,0.01655552380345076
1022,0.016555523571774519
1023,0.016555523817018067
1024,0.016555523807532196
1025,0.016555523574886325
1026,0.016555523819727608
1027,0.016555523810345078
1028,0.016555523578682389
1029,0.016555523824175272
1030,0.016555523815306141
1031,0.016555523583057549
1032,0.016555523828113018
1033,0.016555523817919911
1034,0.01655552358514744
1035,0.016555523830189919
1036,0.016555523820956541
1037,0.016555523588488837
1038,0.016555523833644906
1039,0.016555523823606547
1040,0.016555523590891741
1041,0.016555523835053036
1042,0.016555523824499305
1043,0.016555523591226053
1044,0.01655552383596396
1045,0.016555523826035989
1046,0.016555523593254504
1047,0.016555523837512472
1048,0.016555523826853345
1049,0.016555523593022162
1050,0.016555523836937577
1051,0.016555523826360372
1052,0.016555523593650402
1053,0.016555523838061727
1054,0.016555523827980437
1055,0.01655552359454129
1056,0.016555523838643685
1057,0.016555523827678685
1058,0.01655552359376122
1059,0.016555523837651204
1060,0.016555523827461581
1061,0.016555523593874688
1062,0.016555523837970834
1063,0.016555523826914845
1064,0.01655552359307734
1065,0.016555523836331833
1066,0.016555523825143123
1067,0.016555523591190665
1068,0.016555523835093951
1069,0.016555523824179269
1070,0.016555523590650174
1071,0.016555523833891028
1072,0.016555523822402315
1073,0.016555523587761689
1074,0.01655552383096582
1075,0.016555523819957216
1076,0.016555523586695438
1077,0.016555523830592875
1078,0.016555523819759881
1079,0.016555523585731039
1080,0.016555523829318755
1081,0.016555523817931059
1082,0.016555523584087989
1083,0.016555523827693854
1084,0.01655552381704966
1085,0.016555523583235587
1086,0.016555523827279459
1087,0.016555523815860944
1088,0.016555523581672421
1089,0.016555523824691734
1090,0.01655552381341123
1091,0.016555523579343919
1092,0.016555523823180682
1093,0.016555523812493925
1094,0.016555523579276792
1095,0.016555523822970583
1096,0.016555523811753604
1097,0.016555523577127734
1098,0.016555523820253479
1099,0.016555523808810538
1100,0.016555523575680551
1101,0.016555523819804255
1102,0.016555523809313265
1103,0.016555523575262538
1104,0.016555523818749106
1105,0.016555523807545106
1106,0.016555523573517791
1107,0.016555523817259492
1108,0.016555523806776704
1109,0.016555523573309569
1110,0.016555523817696302
1111,0.016555523806638585
1112,0.016555523572863932
1113,0.016555523815938618
1114,0.016555523804769955
1115,0.016555523570923117
1116,0.016555523815079028
1117,0.01655552380462786
1118,0.016555523571547798
1119,0.016555523815565239
1120,0.016555523805017167
1121,0.016555523571350834
1122,0.016555523815342754
1123,0.016555523804568921
1124,0.016555523571632327
1125,0.016555523816075272
1126,0.016555523805832823
1127,0.016555523572090523
1128,0.016555523815948506
1129,0.016555523804898747
1130,0.016555523571393324
1131,0.016555523815564376
1132,0.016555523805439586
1133,0.016555523572044182
1134,0.01655552381637751
1135,0.016555523805634034
1136,0.016555523572133198
1137,0.016555523815639149
1138,0.016555523804736721
1139,0.016555523571112118
1140,0.016555523815706359
1141,0.01655552380533136
1142,0.016555523572392428
1143,0.016555523816299635
1144,0.016555523805624084
1145,0.016555523571888359
1146,0.016555523815932748
1147,0.016555523805412045
1148,0.016555523572588986
1149,0.016555523817093274
1150,0.016555523807176779
1151,0.016555523573653894
1152,0.016555523817692833
1153,0.016555523806798256
1154,0.016555523573254023
1155,0.016555523817431313
1156,0.016555523807427218
1157,0.016555523574358376
1158,0.016555523818912839
1159,0.016555523808174273
1160,0.016555523574950867
1161,0.016555523818611095
1162,0.016555523807729997
1163,0.016555523574187742
1164,0.016555523818916645
1165,0.016555523808933444
1166,0.016555523576182483
1167,0.01655552382024738
1168,0.01655552380943863
1169,0.016555523575281901
1170,0.016555523819113481
1171,0.016555523808537444
1172,0.016555523575673754
1173,0.016555523819949954
1174,0.016555523809859304
1175,0.016555523576418693
1176,0.016555523820265525
1177,0.016555523809226383
1178,0.016555523575674542
1179,0.016555523819840722
1180,0.016555523809815863
1181,0.016555523576620199
1182,0.01655552382135099
1183,0.016555523810624105
1184,0.0165555235772675
1185,0.016555523821157381
1186,0.016555523810438386
1187,0.016555523576774873
1188,0.016555523820977518
1189,0.016555523810724088
1190,0.016555523577906246
1191,0.016555523821839398
1192,0.016555523810980955
1193,0.016555523576909287
1194,0.016555523820576762
1195,0.016555523809746158
1196,0.016555523576824941
1197,0.016555523821049519
1198,0.016555523810763077
1199,0.016555523576904096
1200,0.016555523820833543
1201,0.016555523809664265
1202,0.016555523575796177
1203,0.016555523819613886
1204,0.016555523809187726
1205,0.016555523575950446
1206,0.01655552382040814
1207,0.016555523809688413
1208,0.016555523576151386
1209,0.016555523819847554
1210,0.01655552380920838
1211,0.016555523575755481
1212,0.016555523820348327
1213,0.01655552380991402
1214,0.016555523576819716
1215,0.016555523820694754
1216,0.01655552380983466
1217,0.016555523575649517
1218,0.016555523819266914
1219,0.016555523808419313
1220,0.016555523575551866
1221,0.016555523819826029
1222,0.016555523809607668
1223,0.016555523575903685
1224,0.016555523819812457
1225,0.016555523808790516
1226,0.01655552357525358
1227,0.016555523819334367
1228,0.016555523809141385
1229,0.016555523576028307
1230,0.016555523820696888
1231,0.016555523809848049
1232,0.016555523576133886
1233,0.016555523819557317
1234,0.016555523808563663
1235,0.016555523575091352
1236,0.016555523819637482
1237,0.01655552380936158
1238,0.016555523576353225
1239,0.016555523820133464
1240,0.016555523809310378
1241,0.016555523575104397
1242,0.016555523818695992
1243,0.016555523807784921
1244,0.016555523574940102
1245,0.016555523819396116
