"Region: airfoil: Direction [1,0,0] (m)","Region: airfoil: Pressure Coefficient"
0.44477867403255833,-0.07614918364138024
0.4372876537324467,-0.07983955277622581
0.429796049482084,-0.08360296044759023
0.422303852331114,-0.08743574139916477
0.41481104840314237,-0.0913314208663562
0.40731762186733567,-0.09529301091800892
0.39982355623568144,-0.09931564499790388
0.39232883223430615,-0.10339497550462488
0.38483342725698133,-0.10751450261900165
0.3773373178742785,-0.111647024445104
0.3698404812748842,-0.1158226281604546
0.3624074597414646,-0.1199691590358417
0.35502118565389285,-0.12403378450991012
0.3475829897521572,-0.12812877459988337
0.3401269448692109,-0.13219088731472944
0.33265663365036763,-0.136178892371747
0.32515498689248123,-0.14011225177945424
0.31765246686166915,-0.14392856624818146
0.31014906134764597,-0.14760922717724936
0.30264476196097556,-0.1511035255113047
0.29513956582621137,-0.15441455728351564
0.2876334746613513,-0.1575148714836817
0.28012649281796786,-0.16037362541682906
0.27261862979141627,-0.16296590148386533
0.13016026068126302,-0.14938143423095743
0.26510990242653915,-0.16527224569748084
0.25760033262156146,-0.16728273563683574
0.1376776076375226,-0.15280815538479733
0.25008994555161856,-0.16897805860357368
0.2425787708637998,-0.17031193063212216
0.14519489373322672,-0.15603096843597813
0.23506684449224116,-0.17132334996705287
0.15271207316071883,-0.15901299279067732
0.22761811469375315,-0.17201642839821282
0.22021643389680734,-0.17226909761964465
0.16022909804021196,-0.16173979098620173
0.21276447323159858,-0.1721675480044555
0.20529466791760603,-0.17171773581328315
0.19781010039392385,-0.17089721853131443
0.16774591828594437,-0.16419700771839574
0.19029462704747957,-0.1697405299604949
0.18277873640997638,-0.16822374873108506
0.1752624821533227,-0.16636639739083034
0.5666739670564371,-0.07338369731181456
0.7454906702456481,0.24169959446592157
0.7459210985049702,0.24295445884462485
0.7463112597451337,0.24416259887213318
0.5741440645391607,-0.06487005756595626
0.7450145663783176,0.24028926143312898
0.744486035994042,0.23881618057243562
0.7432484001352551,0.23541471931560137
0.7417490706169791,0.23145434497237968
0.7466639941177281,0.24523894665552956
0.5816130785020444,-0.05612618395774337
0.7425328166255492,0.2334667782204631
0.7438987631815961,0.2371504256364018
0.7377391170455952,0.2213844851833129
0.7399442785396142,0.22684925623542376
0.7408900153293198,0.22919740067352634
0.746982393791592,0.24627077988748305
0.7350340618520894,0.21483654585126796
0.7364553586197429,0.2181928548355468
0.5890809434149118,-0.047125117027142255
0.5965475913667688,-0.03782719571742908
0.6040129524961756,-0.028203181072093828
0.7388982835183864,0.22418379382244344
0.7472712774156123,0.24719284862892435
0.7334620527210074,0.21099922493796913
0.7317299942240931,0.2069775567308712
0.7298257463837536,0.2023863353222192
0.7277262222070193,0.1975746964990057
0.7228362730303546,0.18616373753972776
0.7200041164138394,0.1793919160204308
0.7168841495767099,0.17230522138153673
0.611476955428935,-0.01821181458431654
0.618939528669564,-0.007830632107595215
0.6264006024202207,0.0029627184998227635
0.7475345853035156,0.24808383231529912
0.7254038707419774,0.1920191723081664
0.7134465776322292,0.16443351046942847
0.7096579880252393,0.1559421370939567
0.6338601099351867,0.014193583544821415
0.6413179911430822,0.025876962876295248
0.747776336920424,0.2488875258206829
0.6487741968259795,0.03804135080449183
0.7054870546828835,0.14673443106452022
0.748000704026839,0.24967655756792398
0.6562286904127514,0.050707531121858496
0.7009038060832318,0.13682381393668824
0.6958685614493638,0.1261975328725195
0.7482108957375468,0.2504003848327992
0.6636459805648617,0.06381382141539013
0.6708782660824698,0.07705454714843499
0.6777740505235085,0.09009610364280976
0.6842829428100592,0.10277401001973602
0.6903348869768398,0.11486587921216225
0.748412162120303,0.2511302754911955
0.7486104602447816,0.2518269578068356
0.7488092072288034,0.25255531692081346
0.749008305956405,0.2532157706137098
0.7492061645296133,0.2540790390606398
0.7494040249276235,0.25491947989437974
0.7496026825390267,0.25472343035115075
0.7498013410349538,0.2566654850975985
0.7499503352278563,0.2565705126604767
-0.2427789258948692,-0.6861227679598308
-0.24140937399555734,-0.8156522839786716
-0.23983535876816173,-0.940973071715793
-0.23803203046701527,-1.0588068973096867
-0.23597662713361728,-1.1660090416082298
-0.23364583195857572,-1.2631877561605462
-0.2310132438881748,-1.3509450651394403
-0.22804925330529244,-1.4261955683537841
-0.22472162349600866,-1.488870413314145
-0.2209958357926718,-1.5409028772543478
-0.21683610165299366,-1.5812059944691084
-0.2122059944432585,-1.610636347205197
-0.20707256510603533,-1.6299260243426386
-0.20141592841895603,-1.6391504210512757
-0.1952478996159091,-1.6408970585391578
-0.18860532417781928,-1.630331516145708
-0.1815336122901517,-1.6159806193294664
-0.1741691261208576,-1.5984775711245298
-0.16671065969653204,-1.5793982526618795
-0.159289556739026,-1.5599252301536213
-0.15190392720374973,-1.5402232492846497
-0.1444695105035824,-1.520369032475242
-0.13699294767787612,-1.501752037465199
-0.1295170350951526,-1.4850959099501626
-0.1220388528335949,-1.4699781953766469
-0.11455851284866723,-1.4562262217116662
-0.10707610131363465,-1.443431937303382
-0.09959168642787089,-1.431485144564976
-0.0921053307477569,-1.420562386534698
-0.08461710365890872,-1.4108738914175099
-0.07712708342791072,-1.4021631564679877
-0.0696353535191831,-1.3944773825579153
-0.06214200433857234,-1.388006404298091
-0.05464713555842982,-1.382531378353846
-0.04715085017086988,-1.377431626474787
-0.039653250240259424,-1.3723716565399369
-0.03215443795156428,-1.3672007745002488
-0.024682220167862395,-1.3621596955089592
-0.017203212163943465,-1.3577454794826926
-0.009707463542104638,-1.355805172319554
-0.002262026336188486,-1.3587583860144137
0.0051960507158346665,-1.272648958850615
0.012700180298232692,-1.0982509276027732
0.02020493066885829,-0.8638291402648046
0.02771024253338004,-0.6863074477331635
0.03521606065346739,-0.6008902641764317
0.04272233428269265,-0.555956209352921
0.05022901880531386,-0.5171679185586712
0.0577360737992513,-0.4892435243945562
0.06524346055120296,-0.4703703344742068
0.0727511422242148,-0.4581622850638448
0.08025908426723721,-0.4509097033034257
0.0877672530832787,-0.4472176341450261
0.09527561494709363,-0.4459208945411569
0.10276509707880152,-0.44633250189141493
0.11019516884021022,-0.4478629471823811
0.11764851908760297,-0.4497165332927605
0.12518136504466598,-0.451901705322045
0.1326853332015786,-0.45409460519851
0.14016935929864355,-0.4560837039269813
0.14767804649531568,-0.45772552021324314
0.15518661145034868,-0.4589234077600418
0.162695005986145,-0.4596446572970467
0.17020317975061916,-0.4598291737353152
0.17771108031497268,-0.45931533159716725
0.18521865413228605,-0.45815548645810755
0.1927258475788642,-0.4563039078454297
0.2002326074457811,-0.45376644894458096
0.20773888085520906,-0.4505868542183315
0.2152446152604331,-0.44678078812409155
0.2227497594070311,-0.442364166614253
0.23025426568506938,-0.43734950877616746
0.23775808992203162,-0.43177101267600293
0.2451994389394599,-0.4257905729294808
0.2525998373003412,-0.41937163892840756
0.26008116199354303,-0.4123738758801709
0.2676002625606627,-0.4050274829056019
0.27509855167598674,-0.3973594089664633
0.282597568417466,-0.38935366380377845
0.29009570215278185,-0.3810561144374176
0.29759294484319304,-0.37253889283153063
0.30508929342669516,-0.36384142357378874
0.31258474778754236,-0.35499981875524483
0.32007931229280673,-0.34604731663335836
0.3275729966428715,-0.33700522016745177
0.3350658143034345,-0.32790847717497845
0.3425577814309435,-0.31878759810501245
0.3500489165143633,-0.30965769980844343
0.35753924014479377,-0.30054188675069343
0.3650287746994163,-0.29145523222846315
0.3725175442832444,-0.2824275315431524
0.38000557341887364,-0.27347195534468177
0.3874566792579503,-0.264648482322842
0.3949093949638718,-0.2559286062838699
0.40239654718112594,-0.24725409918051014
0.4098411397751018,-0.23875972395613412
0.4172862051767832,-0.2303811852804912
0.4247702663759013,-0.222061256745339
0.4322537268856165,-0.21386241874785944
0.43973659941498805,-0.20576995187123448
0.44721889128818954,-0.19778068428278542
0.45470060651825495,-0.18988434736209764
0.46218174776445364,-0.18207321924028647
0.46966231394181235,-0.17433620926628146
0.47714229795422103,-0.16665914344017083
0.4846216892805144,-0.15902098585604077
0.4921004755507488,-0.151407887922507
0.4995786396645454,-0.14381073749722229
0.5070561591412256,-0.1362140915285238
0.5144982861336532,-0.12864072989320227
0.5219312873698811,-0.12104963047291951
0.5293891755494367,-0.11336372638996689
0.5368193255582208,-0.10565451675564863
0.5442577738297576,-0.09782272498102743
0.5517307657081993,-0.08982740344964057
0.5592028481745126,-0.08169680798861345
0.12264289673554918,-0.14577455483298266
0.11512555740895053,-0.14201675498668223
0.10760828228221597,-0.1381242641009724
0.1000911086542019,-0.1341579433691571
0.09262440038642303,-0.13015288346943585
0.0851950340971024,-0.12606638551200589
0.07774339117275145,-0.12195669343330441
0.07029581860559331,-0.11779144769490733
0.06282066704392682,-0.11356572297923868
0.05530481576473047,-0.10931849797193942
0.04778930928867456,-0.10502110616998322
0.04027418727691577,-0.10068198601688329
0.032759491392371484,-0.09632252678524
0.02524526812846328,-0.09190692786544365
0.01773156999925982,-0.08740511953844936
0.010218453478084026,-0.08278015597858014
0.0027059798208493645,-0.07800966101359115
-0.004805781599740282,-0.07302948242646212
-0.012316754360371874,-0.06780139198256747
-0.019826857425892283,-0.062312543993961717
-0.027336003789214157,-0.05653956323675929
-0.03484409947887351,-0.05047062803081387
-0.04229413738365837,-0.04409635737634638
-0.0496954790742877,-0.037214705462265955
-0.05713125435392985,-0.029854342709729385
-0.06458244975843877,-0.022041191515849764
-0.07205323936816896,-0.013779556715999092
-0.07955297503237302,-0.005050086206056035
-0.08705096950468552,0.004169260817642571
-0.09454714060790634,0.01386085400666927
-0.10204141213427437,0.023865994003308553
-0.10953371733802321,0.03396194980783088
-0.11702399372925022,0.04423604918261652
-0.12451216807874876,0.05460521128470749
-0.1319981468694198,0.06486983358610571
-0.13948180124092835,0.07457834440019342
-0.14696291289555385,0.08386125967486774
-0.15444113915089497,0.09254385120440735
-0.16191593240554275,0.10030822324934743
-0.16932644201681035,0.10692906391351907
-0.17654348447351426,0.11254192466164334
-0.18353461743381952,0.11760666420086736
-0.19032873642606574,0.12254087184029658
-0.19681368710108216,0.1277269962447985
-0.20283321532054766,0.13497089466433312
-0.2083388998001738,0.145681395866479
-0.21333621421690147,0.16141626207476834
-0.21783310854453744,0.1829324889353272
-0.22186360934881522,0.21274671867323436
-0.225474909486014,0.2512184763846667
-0.22869756829919358,0.29829166067093627
-0.23156604844515355,0.3542302179215399
-0.2341154571552584,0.41853829846460877
-0.23637002887720768,0.48891133634372363
-0.2383572647225935,0.5637671016834039
-0.2401031884624204,0.6410659467142603
-0.24163206385065683,0.7188541509223915
-0.24297427094396154,0.7948100276768105
-0.24415488597572715,0.8673884830720983
-0.24519267213114485,0.9347834133365334
-0.2460953403320139,0.9943720329903055
-0.24685994371145095,1.043717056452783
-0.24750146750701518,1.082594193775857
-0.24804440882097203,1.1111462596894932
-0.24849701810961083,1.1283788901935707
-0.24886294982615736,1.1370855436825849
-0.2491532220674078,1.136525317068075
-0.24938103120375543,1.1288936178513702
-0.2495577676212907,1.1168210264852956
-0.24979603460706934,1.0802841177867908
-0.2496932118561457,1.1001525347841423
-0.24987288952595613,1.057888968049503
-0.24992851310840103,1.0332804211984055
-0.24996638971936103,1.0065449958781296
-0.2499887657873721,0.9771563415046929
-0.24999578768920389,0.944346270165814
-0.24998642098413842,0.9071660920523545
-0.24996078576632574,0.8666959512273127
-0.24991936866035888,0.8245208230932916
-0.24986045255491995,0.7795810837569015
-0.24977999471284423,0.7292151271006264
-0.2496719605871372,0.6716851459647871
-0.24952873482207466,0.605259227223852
-0.24934153136624354,0.5287681007683522
-0.2491002574639063,0.44177918044399883
-0.24879389757970868,0.3443272078669674
-0.24841122307909924,0.2364101647078122
-0.2479414867886923,0.11825084473876289
-0.2439710055264482,-0.5532547396964348
-0.24737476793650676,-0.009022413035195553
-0.24670241672547272,-0.14302082005109176
-0.24591713945370675,-0.28002045832404543
-0.2450107775491932,-0.417262168439811
